id|gloss
P1_S23_R3|POLISI SANA PUKUL PENCURI
P2_S23_R3|POLISI SANA PUKUL PENCURI
P3_S23_R3|POLISI SANA PUKUL PENCURI
P4_S23_R3|POLISI SANA PUKUL PENCURI
P5_S23_R3|POLISI SANA PUKUL PENCURI
P1_S23_R4|POLISI SANA PUKUL PENCURI
P2_S23_R4|POLISI SANA PUKUL PENCURI
P3_S23_R4|POLISI SANA PUKUL PENCURI
P4_S23_R4|POLISI SANA PUKUL PENCURI
P5_S23_R4|POLISI SANA PUKUL PENCURI
P1_S24_R1|RUMAH DIMANA KAMU
P2_S24_R1|RUMAH DIMANA KAMU
P3_S24_R1|RUMAH DIMANA KAMU
P4_S24_R1|RUMAH DIMANA KAMU
P5_S24_R1|RUMAH DIMANA KAMU
P1_S24_R2|RUMAH DIMANA KAMU
P2_S24_R2|RUMAH DIMANA KAMU
P3_S24_R2|RUMAH DIMANA KAMU
P4_S24_R2|RUMAH DIMANA KAMU
P5_S24_R2|RUMAH DIMANA KAMU
P1_S24_R3|RUMAH DIMANA KAMU
P2_S24_R3|RUMAH DIMANA KAMU
P3_S24_R3|RUMAH DIMANA KAMU
P4_S24_R3|RUMAH DIMANA KAMU
P5_S24_R3|RUMAH DIMANA KAMU
P1_S24_R4|RUMAH DIMANA KAMU
P2_S24_R4|RUMAH DIMANA KAMU
P3_S24_R4|RUMAH DIMANA KAMU
P4_S24_R4|RUMAH DIMANA KAMU
P5_S24_R4|RUMAH DIMANA KAMU
P1_S25_R1|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P2_S25_R1|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P3_S25_R1|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P4_S25_R1|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P5_S25_R1|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P1_S25_R2|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P2_S25_R2|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P3_S25_R2|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P4_S25_R2|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P5_S25_R2|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P1_S25_R3|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P2_S25_R3|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P3_S25_R3|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P4_S25_R3|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P5_S25_R3|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P1_S25_R4|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P2_S25_R4|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P3_S25_R4|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P4_S25_R4|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P5_S25_R4|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT
P1_S26_R1|SANA ENAK NASI PADANG TAPI MAHAL
P2_S26_R1|SANA ENAK NASI PADANG TAPI MAHAL
P3_S26_R1|SANA ENAK NASI PADANG TAPI MAHAL
P4_S26_R1|SANA ENAK NASI PADANG TAPI MAHAL
P5_S26_R1|SANA ENAK NASI PADANG TAPI MAHAL
P1_S26_R2|SANA ENAK NASI PADANG TAPI MAHAL
P2_S26_R2|SANA ENAK NASI PADANG TAPI MAHAL
P3_S26_R2|SANA ENAK NASI PADANG TAPI MAHAL
P4_S26_R2|SANA ENAK NASI PADANG TAPI MAHAL
P5_S26_R2|SANA ENAK NASI PADANG TAPI MAHAL
P1_S26_R3|SANA ENAK NASI PADANG TAPI MAHAL
P2_S26_R3|SANA ENAK NASI PADANG TAPI MAHAL
P3_S26_R3|SANA ENAK NASI PADANG TAPI MAHAL
P4_S26_R3|SANA ENAK NASI PADANG TAPI MAHAL
P5_S26_R3|SANA ENAK NASI PADANG TAPI MAHAL
P1_S26_R4|SANA ENAK NASI PADANG TAPI MAHAL
P2_S26_R4|SANA ENAK NASI PADANG TAPI MAHAL
P3_S26_R4|SANA ENAK NASI PADANG TAPI MAHAL
P4_S26_R4|SANA ENAK NASI PADANG TAPI MAHAL
P5_S26_R4|SANA ENAK NASI PADANG TAPI MAHAL
P1_S27_R1|SANA TOILET KOTOR
P2_S27_R1|SANA TOILET KOTOR
P3_S27_R1|SANA TOILET KOTOR
P4_S27_R1|SANA TOILET KOTOR
P5_S27_R1|SANA TOILET KOTOR
P1_S27_R2|SANA TOILET KOTOR
P2_S27_R2|SANA TOILET KOTOR
P3_S27_R2|SANA TOILET KOTOR
P4_S27_R2|SANA TOILET KOTOR
P5_S27_R2|SANA TOILET KOTOR
P1_S27_R3|SANA TOILET KOTOR
P2_S27_R3|SANA TOILET KOTOR
P3_S27_R3|SANA TOILET KOTOR
P4_S27_R3|SANA TOILET KOTOR
P5_S27_R3|SANA TOILET KOTOR
P1_S27_R4|SANA TOILET KOTOR
P2_S27_R4|SANA TOILET KOTOR
P3_S27_R4|SANA TOILET KOTOR
P4_S27_R4|SANA TOILET KOTOR
P5_S27_R4|SANA TOILET KOTOR
P1_S28_R1|SEPATU DIA KOTOR
P2_S28_R1|SEPATU DIA KOTOR
P3_S28_R1|SEPATU DIA KOTOR
P4_S28_R1|SEPATU DIA KOTOR
P5_S28_R1|SEPATU DIA KOTOR
P1_S28_R2|SEPATU DIA KOTOR
P2_S28_R2|SEPATU DIA KOTOR
P3_S28_R2|SEPATU DIA KOTOR
P4_S28_R2|SEPATU DIA KOTOR
P5_S28_R2|SEPATU DIA KOTOR
P1_S28_R3|SEPATU DIA KOTOR
P2_S28_R3|SEPATU DIA KOTOR
P3_S28_R3|SEPATU DIA KOTOR
P4_S28_R3|SEPATU DIA KOTOR
P5_S28_R3|SEPATU DIA KOTOR
P1_S28_R4|SEPATU DIA KOTOR
P2_S28_R4|SEPATU DIA KOTOR
P3_S28_R4|SEPATU DIA KOTOR
P4_S28_R4|SEPATU DIA KOTOR
P5_S28_R4|SEPATU DIA KOTOR
P1_S29_R1|TONG-SAMPAH ADA SEMUT BANYAK
P2_S29_R1|TONG-SAMPAH ADA SEMUT BANYAK
P3_S29_R1|TONG-SAMPAH ADA SEMUT BANYAK
P4_S29_R1|TONG-SAMPAH ADA SEMUT BANYAK
P5_S29_R1|TONG-SAMPAH ADA SEMUT BANYAK
P1_S29_R2|TONG-SAMPAH ADA SEMUT BANYAK
P2_S29_R2|TONG-SAMPAH ADA SEMUT BANYAK
P3_S29_R2|TONG-SAMPAH ADA SEMUT BANYAK
P4_S29_R2|TONG-SAMPAH ADA SEMUT BANYAK
P5_S29_R2|TONG-SAMPAH ADA SEMUT BANYAK
P1_S29_R3|TONG-SAMPAH ADA SEMUT BANYAK
P2_S29_R3|TONG-SAMPAH ADA SEMUT BANYAK
P3_S29_R3|TONG-SAMPAH ADA SEMUT BANYAK
P4_S29_R3|TONG-SAMPAH ADA SEMUT BANYAK
P5_S29_R3|TONG-SAMPAH ADA SEMUT BANYAK
P1_S29_R4|TONG-SAMPAH ADA SEMUT BANYAK
P2_S29_R4|TONG-SAMPAH ADA SEMUT BANYAK
P3_S29_R4|TONG-SAMPAH ADA SEMUT BANYAK
P4_S29_R4|TONG-SAMPAH ADA SEMUT BANYAK
P5_S29_R4|TONG-SAMPAH ADA SEMUT BANYAK
P1_S30_R1|ULAR SANA MAKAN KAMBING
P2_S30_R1|ULAR SANA MAKAN KAMBING
P3_S30_R1|ULAR SANA MAKAN KAMBING
P4_S30_R1|ULAR SANA MAKAN KAMBING
P5_S30_R1|ULAR SANA MAKAN KAMBING
P1_S30_R2|ULAR SANA MAKAN KAMBING
P2_S30_R2|ULAR SANA MAKAN KAMBING
P3_S30_R2|ULAR SANA MAKAN KAMBING
P4_S30_R2|ULAR SANA MAKAN KAMBING
P5_S30_R2|ULAR SANA MAKAN KAMBING
P1_S30_R3|ULAR SANA MAKAN KAMBING
P2_S30_R3|ULAR SANA MAKAN KAMBING
P3_S30_R3|ULAR SANA MAKAN KAMBING
P4_S30_R3|ULAR SANA MAKAN KAMBING
P5_S30_R3|ULAR SANA MAKAN KAMBING
P1_S30_R4|ULAR SANA MAKAN KAMBING
P2_S30_R4|ULAR SANA MAKAN KAMBING
P3_S30_R4|ULAR SANA MAKAN KAMBING
P4_S30_R4|ULAR SANA MAKAN KAMBING
P5_S30_R4|ULAR SANA MAKAN KAMBING
